name,category,url,careers_url,job_board,description,applied
Teradata,,https://teradata.com,https://teradata.com/about-us/careers,custom,"Teradata is the AI platform for the autonomous era, connecting and scaling across any environment.",False
Vertica,,https://vertica.com,https://careers.opentext.com/,custom,OpenText Analytics Database unlocks advanced analytics capabilities across data warehouse and data lakehouse environments with unmatched performance,False
ClickHouse,,https://clickhouse.com,https://clickhouse.com/company/careers,custom,ClickHouse is a fast open-source column-oriented database management system that allows generating analytical data reports in real-time using SQL queries,False
DuckDB,,https://duckdb.org,https://duckdb.org/docs/current/guides/sql_features/asof_join.html,custom,"DuckDB is an in-process SQL OLAP database management system. Simple, feature-rich, fast & open source.",False
InfluxDB,,https://influxdata.com,https://influxdata.com/careers/,custom,,False
Timescale,,https://timescale.com,https://timescale.com/careers,custom,From the creators of TimescaleDB — the PostgreSQL platform trusted by enterprises processing trillions of metrics daily. Start a free trial or get a demo.,False
VictoriaMetrics,,https://victoriametrics.com,https://careers.victoriametrics.com/,custom,Incredibly fast time series database and easy-to-use high performance monitoring solutions simple and reliable for everyone. VictoriaMetrics Database Solutions.Incredibly fast time series database and easy-to-use high performance monitoring solutions simple and reliable for everyone. VictoriaMetrics Database Solutions.,False
Prometheus/CNCF,,,,,,False
Grafana,,https://grafana.com,https://grafana.com/careers/,greenhouse,,False
New Relic,,https://newrelic.com,https://newrelic.com/about/culture,custom,"New Relic is an AI-powered observability platform that correlates your telemetry across your entire stack, so you can isolate the root cause and reduce MTTR.",False
Datadog,,https://datadoghq.com,https://www.datadoghq.com/product/data-observability/jobs-monitoring/,custom,"See metrics from all of your apps, tools & services in one place with Datadog’s cloud monitoring as a service solution. Try it for free.",False
Dynatrace,,https://dynatrace.com,https://dynatrace.com/careers,custom,"Innovate faster, operate more efficiently, and drive better business outcomes with observability, AI, automation, and application security in one platform.",False
Sumo Logic,,https://sumo-logic.xyz,,,Helping builders shape the future of Web3. Boosting the coolest crypto projects.,False
Observability/New Relic,,,,,,False
PagerDuty,,https://pagerduty.com,https://careers.pagerduty.com/home,greenhouse,"Turn incidents into intelligence. PagerDuty's AI-first Operations Platform helps you automate, resolve, and prevent critical issues — from detection to resolution.",False
Honeycomb.io,,https://honeycomb.io,https://honeycombpollinators.slack.com/join/shared_invite/zt-36l4bm56r-HDRSbqbQvjGPeH1VIhMmSw#/shared-invite/email,custom,"Honeycomb is the observability platform built for AI-era software. Fast queries, unified telemetry, and LLM observability. Used by Slack, Intercom, and Dropbox.",False
Moogsoft,,https://moogsoft.com,https://www.moogsoft.com/careers/,lever,Moogsoft AIOps ensures continuous availability with automated noise reduction via industry leading anomaly detection algorithms. Learn more.,False
Opsgenie,,https://opsgenie.com,https://community.atlassian.com/forums/Opsgenie-Migration/gh-p/opsgenie-migration,custom,Access everything you need to guide your migration journey from Opsgenie.,False
Squadcast,,https://squadcast.com,https://squadcast.com/product/slos-and-error-budget,custom,Squadcast is a full stack Reliability Automation and Incident Response Platform that's designed to help you promote SRE best practices. Try it for free now!,False
ilert,,https://ilert.com,https://ilert.com/careers,custom,"AI-first platform for alerting, on-call management, and status pages. Sign up for a free 14-day trial!",False
VictorOps,,https://victorops.com,https://careers.cisco.com/global/en/splunk,custom,"VictorOps is now Splunk On-Call — new name, updated product. Learn more about the VictorOps acquisition.",False
BigPanda,,https://bigpanda.com,,,,False
Augtera,,https://augtera.com,https://nvidianews.nvidia.com/news/nvidia-launches-nemotron-coalition-of-leading-global-ai-labs-to-advance-open-frontier-models?nvid=nv-int-csfg-143333,custom,We create the world’s fastest supercomputer and largest gaming platform.,False
Cisco AppDynamics,,,,,,False
Appdynamics,,https://appdynamics.com,https://www.splunk.com/de_de/appdynamics-joins-splunk.html,custom,"Get unified observability across any environment, any stack. Ensure resilience of digital systems, identify problems proactively, find root causes, and resolve them fast.",False
Auth0,,https://auth0.com,https://auth0.com/resources/webinars/introducing-auth-for-genai-the-future-of-ai-security,custom,"Secure users, AI agents, and more with Auth0, an easy-to-implement, scalable, and adaptable authentication and authorization platform.",False
Okta,,https://okta.com,https://support.okta.com/help/s/community?language=en_US,custom,"The Okta and Auth0 Platforms enable secure access, authentication, and automation — putting Identity at the heart of business security and growth.",False
Zoom,,https://zoom.us,https://zoom.us/join,custom,"Modernize workflows with Zoom's trusted collaboration tools: including video meetings, Zoom Chat, VoIP phone, webinars, whiteboard, contact center, and events.",False
Signal,,https://signal.org,https://signal.org/workworkwork/,custom,"Say ""hello"" to a different messaging experience. An unexpected focus on privacy, combined with all of the features you expect.",False
Mullvad,,https://mullvad.net,https://www.mullvad.careers/,custom,Free the internet from mass surveillance and censorship. Fight for privacy with Mullvad VPN and Mullvad Browser.,False
1Password,,https://1password.com,https://1password.com/careers,custom,"Protect passwords and secrets, manage app access, and secure AI tools with 1Password. Easy to adopt from growing teams to enterprise.",False
Teleport,,https://goteleport.com,https://goteleport.com/community-slack/,custom,"Teleport unifies identities — humans, machines, and AI — with strong identity implementation to speed up engineering, improve resiliency against identity-based attacks, and secure AI in production infrastructure.",False
Snyk,,https://snyk.io,https://snyk.io/careers/,custom,"Snyk is the AI Security Fabric. Secure at inception with continuous, autonomous defense for AI-generated code and AI-native apps. Unleash AI innovation securely. Book a demo.",False
Wiz,,https://wiz.io,https://wiz.io/careers,greenhouse,"Wiz connects code, cloud, and runtime into one agentic cybersecurity platform. Prevent risk, detect threats, and start secure – across every cloud and AI layer.",False
Zscaler,,https://zscaler.com,https://zscaler.com/careers,custom,Zscaler is a leading cloud enterprise security provider helping global businesses adopt zero trust for secure digital transformation.,False
Vanta,,https://vanta.com,https://vanta.com/products/grc,custom,"Vanta automates the complex and time-consuming process of SOC 2, HIPAA, ISO 27001, PCI, and GDPR compliance certification. Automate your security monitoring in weeks instead of months.",False
Rubrik,,https://rubrik.com,https://www.rubrik.com/company/careers,custom,"Organizations rely on Rubrik for resilience against cyber attacks and operational disruptions with automation, fast recovery and easy cloud adoption.",False
CrowdStrike,,https://crowdstrike.com,https://crowdstrike.com/en-us/careers/,custom,"CrowdStrike is a global cybersecurity leader with an advanced cloud-native platform for protecting endpoints, cloud workloads, identities and data.",False
SentinelOne,,https://sentinelone.com,https://www.sentinelone.com/lp/cyber-forum-threat-intel/,custom,"SentinelOne unifies AI-powered endpoint, cloud, identity, and data protection—enhanced by our Security Data Lake for seamless and efficient cybersecurity.",False
Palo Alto Networks,,https://palo-alto-networks.ai,,,,False
Fortinet,,https://fortinet.com,https://fortinet.com/partners/technology-alliances/join-the-ecosystem,custom,"Fortinet delivers cybersecurity everywhere you need it. We secure the entire digital attack surface from devices, data, and apps and from data center to home office.",False
Rapid7,,https://rapid7.com,https://careers.rapid7.com/,greenhouse,"Outpace attackers with the only endpoint to cloud, unified cybersecurity platform. Build business resilience with expert-led 24/7 MDR.",False
Qualys,,https://qualys.com,https://www.brighttalk.com/series/6463,custom,Discover how Qualys helps your business measure & eliminate cyber threats through a host of cybersecurity detection & remediation tools. Try it today!,False
Tenable,,https://tenable.com,https://tenable.com/careers,greenhouse,"As a leader in vulnerability management, Tenable helps you know, expose and close cyber risk using robust cloud security and exposure management tools.",False
Tripwire,,https://tripwire.io,https://tripwire.io/careers,custom,,False
Imperva,,https://imperva.com,https://imperva.com/company/careers/,custom,As you were browsing something about your browser made us think you were a bot. There are a few reasons this might happen:,False
F5,,https://f5.com,https://www.f5.com/company/careers,custom,F5 application services ensure that applications are always secure and perform the way they should—in any environment and on any device.,False
Akamai,,https://akamai.com,https://partners.akamai.com/registration/,custom,Akamai is the cybersecurity and cloud computing company that powers and protects business online.,False
Cloudflare,,https://cloudflare.com,https://discord.com/invite/cloudflaredev,custom,"Make employees, applications and networks faster and more secure everywhere, while reducing complexity and cost.",False
Fastly,,https://fastly.com,https://fastly.com/about/careers,custom,"Fastly's edge cloud platform delivers faster, safer, and more scalable sites and apps to customers. Elevate your edge CDN, video delivery, security, and more.",False
Cisco,,https://cisco.com,https://careers.cisco.com/global/en/home,custom,"Cisco is a worldwide technology leader powering an inclusive future for all. Learn more about our products, services, solutions, and innovations.",False
CheckPoint,,https://checkpoint.com,,,,False
Juniper,,https://juniper.com,https://www.barclaycardus.com/apply/aboutbarclaycardus/joinbarclays.html,custom,"To continue accessing and managing your account, please update your browser.",False
Fortinet,,https://fortinet.com,https://fortinet.com/partners/technology-alliances/join-the-ecosystem,custom,"Fortinet delivers cybersecurity everywhere you need it. We secure the entire digital attack surface from devices, data, and apps and from data center to home office.",False
Barracuda,,https://barracuda.com,https://www.barracuda.com/support/join-community,custom,"Barracuda Networks is the worldwide leader in Email Protection, Application Protection, Network Security, and Data Protection Solutions",False
Sophos,,https://sophos.com,https://sophos.com/pt-br/company/careers,lever,"A Sophos defende a sua organização de ataques cibernéticos inevitáveis com defesas e conhecimentos inovadores e adaptativos que estão ao seu serviço, protegendo o futuro do seu negócio com confiança.",False
Avast,,https://avast.com,https://avast.com/careers,custom,"Faça como centenas de milhões de outros utilizadores e obtenha antivírus gratuito para PC, Mac e Android. Navegue em segurança com a nossa VPN. Transfira o Avast!",False
Norton/Symantec,,https://nortonsymantec.com,https://nortonsymantec.com/careers,custom,,False
Kaspersky,,https://kaspersky.com,https://careers.kaspersky.com/,custom,"Official Site – A Global Leader in next-generation cybersecurity solutions and services, Kaspersky offers premium protection against all cyber threats for your home and business.",False
Bitdefender,,https://bitdefender.com,https://bitdefender.com/pt-pt/company/careers,custom,"A Bitdefender é líder em software de cibersegurança ao proporcionar as melhores soluções de prevenção, deteção e resposta a ameaças em todo o mundo.",False
GitHub/Microsoft,,,,,,False
GitLab,,https://gitlab.com,https://gitlab.com/jobs/,custom,Your intelligent orchestration platform for DevSecOps,False
Atlassian,,https://atlassian.com,https://atlassian.com/company/careers,custom,"Atlassian's team collaboration software like Jira, Confluence and Trello help teams organize, discuss, and complete shared work.",False
JetBrains,,https://jetbrains.com,https://jetbrains.com/careers,custom,"JetBrains is a cutting-edge software vendor specializing in the creation of intelligent development tools, including IntelliJ IDEA – the leading Java IDE, and the Kotlin programming language.",False
Visual Studio/Microsoft,,,,,,False
VSCode/Microsoft,,,,,,False
Sublime Text,,https://sublime-text.com,,,精雕细琢的代码、标记与文本编辑器。GPU 加速、Apple Silicon 原生、多选标签、并排定义 —— 让每一次敲击都如丝般顺滑。,False
Nova/Panic,,,,,,False
Cursor,,https://cursor.com,https://cursor.com/careers,custom,"Built to make you extraordinarily productive, Cursor is the best way to build software with AI.",False
Copilot,,https://copilot.com,https://copilot.com/careers,custom,"Microsoft Copilot is your companion to inform, entertain and inspire. Get advice, feedback and straightforward answers. Try Copilot now.",False
Continue,,https://continue.com,,,Continue Research is a global research initiative focused on extending healthy human lifespan and making it accessible to everyone.,False
Replit,,https://replit.com,https://replit.com/signup?goto=%2F%7E%3Fupgrade%3Dpricing_page_signup%26plan%3Dhacker_pro%26period%3Dyearly,custom,Build and deploy software collaboratively with the power of AI without spending a second on setup.,False
Glitch,,https://glitch.com,https://glitch.com/careers,custom,The official blog for glitch.com,False
CodePen,,https://codepen.ai,,,Own codepen.ai today. Secure checkout and guided transfer support. No hidden fees.,False
JSFiddle,,,,,,False
Cloudflare,,https://cloudflare.com,https://discord.com/invite/cloudflaredev,custom,"Make employees, applications and networks faster and more secure everywhere, while reducing complexity and cost.",False
Fastly,,https://fastly.com,https://fastly.com/about/careers,custom,"Fastly's edge cloud platform delivers faster, safer, and more scalable sites and apps to customers. Elevate your edge CDN, video delivery, security, and more.",False
Akamai,,https://akamai.com,https://partners.akamai.com/registration/,custom,Akamai is the cybersecurity and cloud computing company that powers and protects business online.,False
Cisco,,https://cisco.com,https://careers.cisco.com/global/en/home,custom,"Cisco is a worldwide technology leader powering an inclusive future for all. Learn more about our products, services, solutions, and innovations.",False
Arista Networks,,https://arista.com,,,,False
Juniper Networks,,https://juniper.net,https://careers.hpe.com/juniper,custom,"Proven AI for your network. Mist, the AI-native networking platform makes every connection more reliable, measurable, and secure for businesses.",False
Incapsula,,,,,,False
Radware,,https://radware.com,https://radware.com/careers,custom,...but your activity and behavior on this site made us think that you are a bot.,False
A10 Networks,,https://a10networks.com,https://a10networks.com/company/careers/,custom,"A10 offers application security and infrastructure solutions to help you build high-performance, AI-ready infrastructure for mission-critical apps and networks.",False
Citrix,,https://citrix.com,https://careers.cloud.com/,greenhouse,"Discover the new Citrix platform, revolutionizing application delivery with enhanced security, Zero Trust frameworks, and unmatched performance. Dive into industry-specific solutions for healthcare, financial services, and government. Uncover new use cases with Citrix and NetScaler, from centralized app management to mission-critical application delivery.",False
F5,,https://f5.com,https://www.f5.com/company/careers,custom,F5 application services ensure that applications are always secure and perform the way they should—in any environment and on any device.,False
Nginx/F5,,,,,,False
HAProxy,,https://haproxy.com,https://haproxy.com/company/careers,custom,"Simplify, scale, and secure modern applications, APIs, and AI services in any environment. HAProxy Technologies is the company behind HAProxy.",False
EnvoyProxy,,https://envoyproxy.com,,,"Envoy is an open source edge and service proxy, designed for cloud-native applications",False
QUIC/Protocol Labs,,,,,,False
Linux Foundation,,https://linuxfoundation.org,https://www.linuxfoundation.org/about/join?hsLang=en,custom,"Helping open technology projects build world class open source software, communities and companies.",False
Apache Software Foundation,,,,,,False
Cloud Native Computing Foundation,,,,,,False
Open Source Initiative,,,,,,False
Mozilla,,https://mozilla.com,https://mozilla.com/careers,custom,"Firefox is a free web browser backed by Mozilla, a non-profit dedicated to internet health and privacy.",False
Red Hat,,https://redhat.com,https://redhat.com/en/jobs,custom,"Red Hat is the world’s leading provider of open source solutions, using a community-powered approach to provide reliable and high-performing cloud, virtualization, storage, Linux, and middleware technologies. Red Hat also offers award-winning support, training, and consulting services. Red Hat is an S&P 500 company with more than 80 offices spanning the globe, empowering its customers’ businesses.",False
Canonical,,https://canonical.com,https://ubuntu.com/blog/canonical-joins-the-connectivity-standards-alliance,custom,"Drive innovation in your enterprise with trusted open source from Canonical — simple, cost-effective, and supported.",False
Debian,,https://debian.com,,,,False
OpenBSD Foundation,,,,,,False
FreeBSD Foundation,,,,,,False
Rust Foundation,,,,,,False
Python Software Foundation,,https://python-software-foundation.com,,,,False
PHP Foundation,,,,,,False
Go Foundation,,https://gofoundation.com,,,,False
Kubernetes Foundation,,,,,,False
Boston Dynamics,,https://bostondynamics.com,https://bostondynamics.com/careers/,custom,"A leading global robotics company, Boston Dynamics builds practical robotics to tackle your toughest automation challenges and change your idea of what robots can do.",False
Nvidia,,https://nvidia.com,https://nvidianews.nvidia.com/news/nvidia-and-emerald-ai-join-leading-energy-companies-to-pioneer-flexible-ai-factories-as-grid-assets,custom,We create the world’s fastest supercomputer and largest gaming platform.,False
Intel,,https://intel.com,https://intel.com/jobs,custom,You can easily search the entire Intel.com site in several ways.,False
AMD,,https://amd.com,https://amd.com/pt/corporate/careers.html,custom,"A AMD oferece soluções de computação adaptativa e de alto desempenho de liderança para promover IA de data center, PCs com IA, dispositivos de borda inteligentes, jogos e muito mais.",False
Apple Silicon,,,,,,False
Qualcomm,,https://qualcomm.com,https://qualcomm.com/careers,custom,"Learn how Qualcomm transforms industries with leading edge AI, high-performance, low-power computing and unrivaled connectivity.",False
Broadcom,,https://broadcom.com,https://broadcom.com/careers,custom,"Broadcom delivers semiconductors and infrastructure software for global enterprises’ most complex, mission-critical needs.",False
Mobileye/Intel,,,,,,False
Tesla,,https://tesla.com,https://tesla.com/careers,custom,"Reference #18.5dbc2f17.1777183988.de0f327
https://errors.edgesuite.net/18.5dbc2f17.1777183988.de0f327",False
Anduril,,https://anduril.com,https://anduril.com/careers,greenhouse,"Anduril Industries builds advanced autonomous systems and defense technology to protect US and allied forces. Creating the future of national security through AI, robotics, and cutting-edge engineering.",False
Stripe,,https://stripe.com,https://stripe.com/pt-pt/jobs,custom,"Stripe é uma plataforma de serviços financeiros que ajuda todos os tipos de empresas a aceitar pagamentos, construir modelos flexíveis de faturamento e gerenciar movimentação de dinheiro.",False
Square,,https://square.com,https://block.xyz/careers/jobs,greenhouse,Sell anywhere. Diversify revenue streams. Streamline operations. Manage your staff. Get paid faster. Sign up for Square today.,False
Slack,,https://slack.com,https://slack.com/careers,custom,"Boost productivity and save time with Slack‌ — ‌the AI work platform for managing projects, automating workflows, and connecting teams securely. Start working smarter today.",False
Discord,,https://discord.com,https://discord.com/careers,custom,"Discord is great for playing games and chilling with friends, or even building a worldwide community. Customize your own space to talk, play, and hang out.",False
Notion,,https://notion.so,https://notion.so/careers,custom,"Build Custom Agents, search across all your apps, and automate busywork. The AI workspace where teams get more done, faster.",False
Airtable,,https://airtable.com,https://airtable.com/careers,custom,"500,000+ brands use Airtable to enable real-time collaboration, automate repetitive tasks & manual work, and streamline business processes in minutes. Join them.",False
Zapier,,https://zapier.com,https://zapier.com/early-access,custom,"Build and scale AI workflows and agents across 9,000+ apps with Zapier—the most connected AI orchestration platform. Trusted by 3 million+ businesses.",False
IFTTT,,https://ifttt.com,https://ifttt.com/join,custom,"Get started with IFTTT, the easiest way to automate your favorite apps and devices for free. Make your home more relaxing. Make your work more productive. We...",False
Twilio,,https://twilio.com,https://jobs.twilio.com/careers,greenhouse,"Create amazing customer experiences with our Customer Engagement Platform (CEP) that combines communication APIs with AI. Build solutions for SMS, WhatsApp, voice, and email.",False
Auth0,,https://auth0.com,https://auth0.com/resources/webinars/introducing-auth-for-genai-the-future-of-ai-security,custom,"Secure users, AI agents, and more with Auth0, an easy-to-implement, scalable, and adaptable authentication and authorization platform.",False
